107,TCP,Remote User Telnet Service (RTelnet)
108,TCP,IBM Systems Network Architecture (SNA) gateway access server
109,TCP,"Post Office Protocol, version 2 (POP2)"
110,TCP,"Post Office Protocol, version 3 (POP3)"
111,TCP,"Open Network Computing Remote Procedure Call (ONC RPC, sometimes referred to as Sun RPC)"
113,TCP,"Ident, authentication service/identification protocol, used by IRC servers to identify users"
113,TCP,"Authentication Service (auth), the predecessor to identification protocol. Used to determine a user's identity of a particular TCP connection."
115,TCP,Simple File Transfer Protocol
117,TCP,UUCP Mapping Project (path service)
118,TCP,Structured Query Language (SQL) Services
119,TCP,"Network News Transfer Protocol (NNTP), retrieval of newsgroup messages"
123,TCP,"Network Time Protocol (NTP), used for time synchronization"
126,TCP,"Formerly Unisys Unitary Login, renamed by Unisys to NXEdit. Used by Unisys Programmer's Workbench for Clearpath MCP, an IDE for Unisys MCP software development"
135,TCP,DCE endpoint resolution
135,TCP,"Microsoft EPMAP (End Point Mapper), also known as DCE/RPC Locator service, used to remotely manage services including DHCP server, DNS server and WINS. Also used by DCOM"
137,TCP,"NetBIOS Name Service, used for name registration and resolution"
138,TCP,NetBIOS Datagram Service
139,TCP,NetBIOS Session Service
143,TCP,"Internet Message Access Protocol (IMAP), management of electronic mail messages on a server"
152,TCP,Background File Transfer Program (BFTP)
153,TCP,"Simple Gateway Monitoring Protocol (SGMP), a protocol for remote inspection and alteration of gateway management information"
156,TCP,Structured Query Language (SQL) Service
158,TCP,"Distributed Mail System Protocol (DMSP, sometimes referred to as Pcmail)"
161,TCP,Simple Network Management Protocol (SNMP)
162,TCP,Simple Network Management Protocol Trap (SNMPTRAP)
170,TCP,Network PostScript print server
177,TCP,"X Display Manager Control Protocol (XDMCP), used for remote logins to an X Display Manager server"
179,TCP,"Border Gateway Protocol (BGP), used to exchange routing and reachability information among autonomous systems (AS) on the Internet"
194,TCP,Internet Relay Chat (IRC)
199,TCP,SNMP Unix Multiplexer (SMUX)
201,TCP,AppleTalk Routing Maintenance
209,TCP,Quick Mail Transfer Protocol
210,TCP,ANSI Z39.50
213,TCP,Internetwork Packet Exchange (IPX)
218,TCP,Message posting protocol (MPP)
220,TCP,"Internet Message Access Protocol (IMAP), version 3"
259,TCP,Efficient Short Remote Operations (ESRO)
262,TCP,Arcisdms
264,TCP,Border Gateway Multicast Protocol (BGMP)
280,TCP,http-mgmt
300,TCP,ThinLinc Web Access
308,TCP,Novastor Online Backup
311,TCP,macOS Server Admin (officially AppleShare IP Web administration)
312,TCP,macOS Xsan administration
318,TCP,PKIX Time Stamp Protocol (TSP)
350,TCP,Mapping of Airline Traffic over Internet Protocol (MATIP) type A
351,TCP,MATIP type B
356,TCP,cloanto-net-1 (used by Cloanto Amiga Explorer and VMs)
366,TCP,On-Demand Mail Relay (ODMR)
369,TCP,Rpc2portmap
370,TCP,"codaauth2, Coda authentication server"
371,TCP,ClearCase albd
376,TCP,Amiga Envoy Network Inquiry Protocol
383,TCP,HP data alarm manager
384,TCP,A Remote Network Server System
387,TCP,AURP (AppleTalk Update-based Routing Protocol)
388,TCP,Unidata LDM near real-time data distribution protocol
389,TCP,Lightweight Directory Access Protocol (LDAP)
399,TCP,Digital Equipment Corporation DECnet+ (Phase V) over TCP/IP (RFC1859)
401,TCP,Uninterruptible power supply (UPS)
427,TCP,Service Location Protocol (SLP)
433,TCP,"NNTP, part of Network News Transfer Protocol"
434,TCP,Mobile IP Agent (RFC 5944)
443,TCP,"Hypertext Transfer Protocol Secure (HTTPS) uses TCP in versions 1.x and 2. HTTP/3 uses QUIC, a transport protocol on top of UDP."
444,TCP,"Simple Network Paging Protocol (SNPP), RFC 1568"
445,TCP,"Microsoft-DS (Directory Services) Active Directory, Windows shares"
445,TCP,Microsoft-DS (Directory Services) SMB file sharing
464,TCP,Kerberos Change/Set password
475,TCP,"tcpnethaspsrv, Aladdin Knowledge Systems Hasp services"
476,TCP,Centro Software ERP ports
477,TCP,Centro Software ERP ports
478,TCP,Centro Software ERP ports
479,TCP,Centro Software ERP ports
480,TCP,Centro Software ERP ports
481,TCP,Centro Software ERP ports
482,TCP,Centro Software ERP ports
483,TCP,Centro Software ERP ports
484,TCP,Centro Software ERP ports
485,TCP,Centro Software ERP ports
486,TCP,Centro Software ERP ports
487,TCP,Centro Software ERP ports
488,TCP,Centro Software ERP ports
489,TCP,Centro Software ERP ports
490,TCP,Centro Software ERP ports
491,TCP,GO-Global remote access and application publishing software
497,TCP,Retrospect
500,TCP,Internet Security Association and Key Management Protocol (ISAKMP) / Internet Key Exchange (IKE)
502,TCP,Modbus Protocol
504,TCP,"Citadel, multiservice protocol for dedicated clients for the Citadel groupware system"
510,TCP,"FirstClass Protocol (FCP), used by FirstClass client/server groupware system"
512,TCP,"Rexec, Remote Process Execution"
513,TCP,rlogin
514,TCP,"Remote Shell, used to execute non-interactive commands on a remote system (Remote Shell, rsh, remsh)"
515,TCP,"Line Printer Daemon (LPD), print service"
520,TCP,"efs, extended file name server"
524,TCP,"NetWare Core Protocol (NCP) is used for a variety things such as access to primary NetWare server resources, Time Synchronization, etc."
530,TCP,Remote procedure call (RPC)
532,TCP,netnews
540,TCP,Unix-to-Unix Copy Protocol (UUCP)
542,TCP,commerce (Commerce Applications)
543,TCP,"klogin, Kerberos login"
544,TCP,"kshell, Kerberos Remote shell"
546,TCP,DHCPv6 client
547,TCP,DHCPv6 server
548,TCP,Apple Filing Protocol (AFP) over TCP
550,TCP,"new-rwho, new-who"
554,TCP,Real Time Streaming Protocol (RTSP)
556,TCP,"Remotefs, RFS, rfs_server"
563,TCP,NNTP over TLS/SSL (NNTPS)
564,TCP,9P (Plan 9)
587,TCP,email message submission (SMTP)
591,TCP,"FileMaker 6.0 (and later) Web Sharing (HTTP Alternate, also see port 80)"
593,TCP,"HTTP RPC Ep Map, Remote procedure call over Hypertext Transfer Protocol, often used by Distributed Component Object Model services and Microsoft Exchange Server"
601,TCP,Reliable Syslog Service — used for system logging
604,TCP,"TUNNEL profile, a protocol for BEEP peers to form an application layer tunnel"
625,TCP,Open Directory Proxy (ODProxy)
631,TCP,Internet Printing Protocol (IPP)
631,TCP,Common Unix Printing System (CUPS) administration console (extension to IPP)
635,TCP,RLZ DBase
636,TCP,Lightweight Directory Access Protocol over TLS/SSL (LDAPS)
639,TCP,"Multicast Source Discovery Protocol, MSDP"
641,TCP,"SupportSoft Nexus Remote Command (control/listening), a proxy gateway connecting remote control traffic"
643,TCP,SANity
646,TCP,"Label Distribution Protocol (LDP), a routing protocol used in MPLS networks"
647,TCP,DHCP Failover protocol
648,TCP,Registry Registrar Protocol (RRP)
651,TCP,IEEE-MMS
653,TCP,"SupportSoft Nexus Remote Command (data), a proxy gateway connecting remote control traffic"
654,TCP,Media Management System (MMS) Media Management Protocol (MMP)
655,TCP,Tinc VPN daemon
657,TCP,"IBM RMC (Remote monitoring and Control) protocol, used by System p5 AIX Integrated Virtualization Manager (IVM) and Hardware Management Console to connect managed logical partitions (LPAR) to enable dynamic partition reconfiguration"
660,TCP,"macOS Server administration, version 10.4 and earlier"
666,TCP,"Doom, first online first-person shooter"
666,TCP,"airserv-ng, aircrack-ng's server for remote-controlling wireless devices"
674,TCP,Application Configuration Access Protocol (ACAP)
688,TCP,REALM-RUSD (ApplianceWare Server Appliance Management Protocol)
690,TCP,Velneo Application Transfer Protocol (VATP)
691,TCP,MS Exchange Routing
694,TCP,Linux-HA high-availability heartbeat
695,TCP,IEEE Media Management System over SSL (IEEE-MMS-SSL)
700,TCP,"Extensible Provisioning Protocol (EPP), a protocol for communication between domain name registries and registrars (RFC 5734)"
701,TCP,"Link Management Protocol (LMP), a protocol that runs between a pair of nodes and is used to manage traffic engineering (TE) links"
702,TCP,IRIS (Internet Registry Information Service) over BEEP (Blocks Extensible Exchange Protocol) (RFC 3983)
706,TCP,Secure Internet Live Conferencing (SILC)
711,TCP,Cisco Tag Distribution Protocol—being replaced by the MPLS Label Distribution Protocol
712,TCP,Topology Broadcast based on Reverse-Path Forwarding routing protocol (TBRPF; RFC 3684)
749,TCP,Kerberos administration
751,TCP,"kerberos_master, Kerberos authentication"
753,TCP,Reverse Routing Header (RRH)
754,TCP,tell send
754,TCP,"krb5_prop, Kerberos v5 slave propagation"
760,TCP,"krbupdate , Kerberos registration"
782,TCP,Conserver serial-console management server
783,TCP,SpamAssassin spamd daemon
800,TCP,mdbs-daemon
802,TCP,MODBUS/TCP Security
808,TCP,Microsoft Net.TCP Port Sharing Service
829,TCP,Certificate Management Protocol
830,TCP,NETCONF over SSH
831,TCP,NETCONF over BEEP
832,TCP,NETCONF for SOAP over HTTPS
833,TCP,NETCONF for SOAP over BEEP
843,TCP,Adobe Flash
847,TCP,DHCP Failover protocol
848,TCP,Group Domain Of Interpretation (GDOI) protocol
853,TCP,DNS over TLS (RFC 7858)
860,TCP,iSCSI (RFC 3720)
861,TCP,OWAMP control (RFC 4656)
862,TCP,TWAMP control (RFC 5357)
873,TCP,rsync file synchronization protocol
888,TCP,"cddbp, CD DataBase (CDDB) protocol (CDDBP)"
888,TCP,IBM Endpoint Manager Remote Control
897,TCP,Brocade SMI-S RPC
898,TCP,Brocade SMI-S RPC SSL
902,TCP,VMware ESXi
903,TCP,VMware ESXi
953,TCP,BIND remote name daemon control (RNDC)
981,TCP,Remote HTTPS management for firewall devices running embedded Check Point VPN-1 software
987,TCP,"Microsoft Remote Web Workplace, a feature of Windows Small Business Server"
988,TCP,Lustre (file system) Protocol (data).
989,TCP,"FTPS Protocol (data), FTP over TLS/SSL"
990,TCP,"FTPS Protocol (control), FTP over TLS/SSL"
991,TCP,Netnews Administration System (NAS)
992,TCP,Telnet protocol over TLS/SSL
993,TCP,Internet Message Access Protocol over TLS/SSL (IMAPS)
995,TCP,Post Office Protocol 3 over TLS/SSL (POP3S)
1010,TCP,ThinLinc web-based administration interface
1023,TCP,z/OS Network File System (NFS) (potentially ports 991–1023)
1025,TCP,Teradata database management system (Teradata) server
1058,TCP,"nim, IBM AIX Network Installation Manager (NIM)"
1059,TCP,"nimreg, IBM AIX Network Installation Manager (NIM)"
1080,TCP,SOCKS proxy
1085,TCP,WebObjects
1098,TCP,"rmiactivation, Java remote method invocation (RMI) activation"
1099,TCP,"rmiregistry, Java remote method invocation (RMI) registry"
1119,TCP,"Battle.net chat/game protocol, used by Blizzard's games"
1167,TCP,Cisco IP SLA (Service Assurance Agent)
1194,TCP,OpenVPN
1198,TCP,The cajo project Free dynamic transparent distributed computing in Java
1214,TCP,Kazaa
1220,TCP,QuickTime Streaming Server administration
1234,TCP,Infoseek search agent
1241,TCP,Nessus Security Scanner
1270,TCP,Microsoft System Center Operations Manager (SCOM) (formerly Microsoft Operations Manager (MOM)) agent
1293,TCP,Internet Protocol Security (IPSec)
1311,TCP,Windows RxMon.exe
1311,TCP,Dell OpenManage HTTPS
1319,TCP,AMX ICSP (Protocol for communications with AMX control systems devices)
1337,TCP,Men&Mice DNS
1337,TCP,Strapi
1337,TCP,Sails.js default port
1341,TCP,Qubes (Manufacturing Execution System)
1344,TCP,Internet Content Adaptation Protocol
1352,TCP,IBM Lotus Notes/Domino (RPC) protocol
1360,TCP,Mimer SQL
1414,TCP,IBM WebSphere MQ (formerly known as MQSeries)
1417,TCP,Timbuktu Service 1 Port
1418,TCP,Timbuktu Service 2 Port
1419,TCP,Timbuktu Service 3 Port
1420,TCP,Timbuktu Service 4 Port
1431,TCP,"Reverse Gossip Transport Protocol (RGTP), used to access a General-purpose Reverse-Ordered Gossip Gathering System (GROGGS) bulletin board, such as that implemented on the Cambridge University's Phoenix system"
1433,TCP,Microsoft SQL Server database management system (MSSQL) server
1434,TCP,Microsoft SQL Server database management system (MSSQL) monitor
1481,TCP,AIRS data interchange.
1492,TCP,"Sid Meier's CivNet, a multiplayer remake of the original Sid Meier's Civilization game"
1494,TCP,Citrix Independent Computing Architecture (ICA)
1500,TCP,IBM Tivoli Storage Manager server
1501,TCP,IBM Tivoli Storage Manager client scheduler
1503,TCP,Windows Live Messenger (Whiteboard and Application Sharing)
1512,TCP,Microsoft's Windows Internet Name Service (WINS)
1513,TCP,Garena game client
1521,TCP,nCUBE License Manager
1521,TCP,"Oracle database default listener, in future releases official port 2483 (TCP/IP) and 2484 (TCP/IP with SSL)"
1524,TCP,"ingreslock, ingres"
1527,TCP,"Oracle Net Services, formerly known as SQL*Net"
1527,TCP,Apache Derby Network Server
1533,TCP,IBM Sametime Virtual Places Chat
1540,TCP,1C:Enterprise server agent (ragent)
1541,TCP,1C:Enterprise master cluster manager (rmngr)
1542,TCP,1C:Enterprise configuration repository server
1545,TCP,1C:Enterprise cluster administration server (RAS)
1547,TCP,Laplink
1550,TCP,1C:Enterprise debug server
1550,TCP,Gadu-Gadu (direct client-to-client)
1560,TCP,1C:Enterprise cluster working processes
1561,TCP,1C:Enterprise cluster working processes
1562,TCP,1C:Enterprise cluster working processes
1563,TCP,1C:Enterprise cluster working processes
1564,TCP,1C:Enterprise cluster working processes
1565,TCP,1C:Enterprise cluster working processes
1566,TCP,1C:Enterprise cluster working processes
1567,TCP,1C:Enterprise cluster working processes
1568,TCP,1C:Enterprise cluster working processes
1569,TCP,1C:Enterprise cluster working processes
1570,TCP,1C:Enterprise cluster working processes
1571,TCP,1C:Enterprise cluster working processes
1572,TCP,1C:Enterprise cluster working processes
1573,TCP,1C:Enterprise cluster working processes
1574,TCP,1C:Enterprise cluster working processes
1575,TCP,1C:Enterprise cluster working processes
1576,TCP,1C:Enterprise cluster working processes
1577,TCP,1C:Enterprise cluster working processes
1578,TCP,1C:Enterprise cluster working processes
1579,TCP,1C:Enterprise cluster working processes
1580,TCP,1C:Enterprise cluster working processes
1581,TCP,1C:Enterprise cluster working processes
1582,TCP,1C:Enterprise cluster working processes
1583,TCP,1C:Enterprise cluster working processes
1584,TCP,1C:Enterprise cluster working processes
1585,TCP,1C:Enterprise cluster working processes
1586,TCP,1C:Enterprise cluster working processes
1587,TCP,1C:Enterprise cluster working processes
1588,TCP,1C:Enterprise cluster working processes
1589,TCP,1C:Enterprise cluster working processes
1590,TCP,1C:Enterprise cluster working processes
1581,TCP,MIL STD 2045-47001 VMF
1581,TCP,IBM Tivoli Storage Manager web client
1582,TCP,IBM Tivoli Storage Manager server web interface
1583,TCP,IBM Tivoli Storage Manager server web interface
1589,TCP,Cisco VLAN Query Protocol (VQP)
1604,TCP,DarkComet remote administration tool (RAT)
1626,TCP,iSketch
1627,TCP,iSketch
1628,TCP,LonTalk normal
1629,TCP,LonTalk urgent
1666,TCP,Perforce
1677,TCP,Novell GroupWise clients in client/server access mode
1688,TCP,Microsoft Key Management Service (KMS) for Windows Activation
1701,TCP,Layer 2 Forwarding Protocol (L2F)
1701,TCP,Layer 2 Tunneling Protocol (L2TP)
1707,TCP,Windward Studios games (vdmplay)
1714,TCP,KDE Connect
1715,TCP,KDE Connect
1716,TCP,KDE Connect
1717,TCP,KDE Connect
1718,TCP,KDE Connect
1719,TCP,KDE Connect
1720,TCP,KDE Connect
1721,TCP,KDE Connect
1722,TCP,KDE Connect
1723,TCP,KDE Connect
1724,TCP,KDE Connect
1725,TCP,KDE Connect
1726,TCP,KDE Connect
1727,TCP,KDE Connect
1728,TCP,KDE Connect
1729,TCP,KDE Connect
1730,TCP,KDE Connect
1731,TCP,KDE Connect
1732,TCP,KDE Connect
1733,TCP,KDE Connect
1734,TCP,KDE Connect
1735,TCP,KDE Connect
1736,TCP,KDE Connect
1737,TCP,KDE Connect
1738,TCP,KDE Connect
1739,TCP,KDE Connect
1740,TCP,KDE Connect
1741,TCP,KDE Connect
1742,TCP,KDE Connect
1743,TCP,KDE Connect
1744,TCP,KDE Connect
1745,TCP,KDE Connect
1746,TCP,KDE Connect
1747,TCP,KDE Connect
1748,TCP,KDE Connect
1749,TCP,KDE Connect
1750,TCP,KDE Connect
1751,TCP,KDE Connect
1752,TCP,KDE Connect
1753,TCP,KDE Connect
1754,TCP,KDE Connect
1755,TCP,KDE Connect
1756,TCP,KDE Connect
1757,TCP,KDE Connect
1758,TCP,KDE Connect
1759,TCP,KDE Connect
1760,TCP,KDE Connect
1761,TCP,KDE Connect
1762,TCP,KDE Connect
1763,TCP,KDE Connect
1764,TCP,KDE Connect
1719,TCP,H.323 registration and alternate communication
1720,TCP,H.323 call signaling
1723,TCP,Point-to-Point Tunneling Protocol (PPTP)
1755,TCP,"Microsoft Media Services (MMS, ms-streaming)"
1761,TCP,Novell ZENworks
1801,TCP,Microsoft Message Queuing
1812,TCP,"RADIUS authentication protocol, radius"
1813,TCP,"RADIUS accounting protocol, radius-acct"
1863,TCP,"Microsoft Notification Protocol (MSNP), used by the Microsoft Messenger service and a number of instant messaging Messenger clients"
1883,TCP,MQTT (formerly MQ Telemetry Transport)
1900,TCP,"Simple Service Discovery Protocol (SSDP), discovery of UPnP devices"
1935,TCP,"Macromedia Flash Communications Server MX, the precursor to Adobe Flash Media Server before Macromedia's acquisition by Adobe on December 3, 2005"
1935,TCP,"Real Time Messaging Protocol (RTMP), primarily used in Adobe Flash"
1965,TCP,"Gemini, a lightweight, collaboratively designed protocol, striving to fill the gap between Gopher and HTTP"
1970,TCP,Netop Remote Control
1972,TCP,InterSystems Caché
1984,TCP,Big Brother
1985,TCP,Cisco Hot Standby Router Protocol (HSRP)
1998,TCP,Cisco X.25 over TCP (XOT) service
2000,TCP,Cisco Skinny Client Control Protocol (SCCP)
2033,TCP,Civilization IV multiplayer
2049,TCP,Network File System (NFS)
2056,TCP,Civilization IV multiplayer
2080,TCP,Autodesk NLM (FLEXlm)
2082,TCP,cPanel default
2083,TCP,Secure RADIUS Service (radsec)
2083,TCP,cPanel default SSL
2086,TCP,GNUnet
2086,TCP,WebHost Manager default
2087,TCP,WebHost Manager default SSL
2095,TCP,cPanel default web mail
2096,TCP,cPanel default SSL web mail
2100,TCP,Warzone 2100 multiplayer
2101,TCP,Networked Transport of RTCM via Internet Protocol (NTRIP)
2102,TCP,Zephyr Notification Service server
2103,TCP,Zephyr Notification Service serv-hm connection
2104,TCP,Zephyr Notification Service hostmanager
2123,TCP,GTP control messages (GTP-C)
2142,TCP,TDMoIP (TDM over IP)
2152,TCP,GTP user data messages (GTP-U)
2159,TCP,GDB remote debug port
2181,TCP,EForward-document transport system
2181,TCP,Apache ZooKeeper default client port
2195,TCP,Apple Push Notification Service
2196,TCP,"Apple Push Notification Service, feedback service"
2210,TCP,NOAAPORT Broadcast Network
2211,TCP,EMWIN
2221,TCP,ESET anti-virus updates
2222,TCP,EtherNet/IP implicit messaging for IO data
2222,TCP,ESET Remote administrator
2223,TCP,ESET Remote administrator
2224,TCP,ESET Remote administrator
2225,TCP,ESET Remote administrator
2226,TCP,ESET Remote administrator
2240,TCP,General Dynamics Remote Encryptor Configuration Information Protocol (RECIPe)
2261,TCP,CoMotion master
2262,TCP,CoMotion backup
2351,TCP,AIM game LAN network port
2368,TCP,Ghost (blogging platform)
2369,TCP,Default for BMC Control-M/Server Configuration Agent
2370,TCP,"Default for BMC Control-M/Server, to allow the Control-M/Enterprise Manager to connect to the Control-M/Server"
2372,TCP,"Default for K9 Web Protection/parental controls, content filtering agent"
2375,TCP,Docker REST API (plain)
2376,TCP,Docker REST API (SSL)
2377,TCP,Docker Swarm cluster management communications
2379,TCP,CoreOS etcd client communication
2379,TCP,KGS Go Server
2380,TCP,CoreOS etcd server communication
2389,TCP,OpenView Session Mgr
2399,TCP,FileMaker Data Access Layer (ODBC/JDBC)
2401,TCP,CVS version control system password-based server
2404,TCP,"IEC 60870-5-104, used to send electric power telecontrol messages between two systems via directly connected data circuits"
2424,TCP,OrientDB database listening for binary client connections
2427,TCP,Media Gateway Control Protocol (MGCP) media gateway
2447,TCP,ovwdb—OpenView Network Node Manager (NNM) daemon
2456,TCP,Valheim
2459,TCP,XRPL
2480,TCP,OrientDB database listening for HTTP client connections
2483,TCP,"Oracle database listening for insecure client connections to the listener, replaces port 1521"
2484,TCP,Oracle database listening for SSL client connections to the listener
2500,TCP,NetFS communication
2535,TCP,Multicast Address Dynamic Client Allocation Protocol (MADCAP). All standard messages are UDP datagrams.
2541,TCP,LonTalk/IP
2546,TCP,EVault data protection services
2547,TCP,EVault data protection services
2548,TCP,EVault data protection services
2593,TCP,Ultima Online servers
2598,TCP,Citrix Independent Computing Architecture (ICA) with Session Reliability; port 1494 without session reliability
2599,TCP,Ultima Online servers
2628,TCP,DICT
2638,TCP,SQL Anywhere database server
2710,TCP,XBT Tracker. UDP tracker extension is considered experimental.
2727,TCP,Media Gateway Control Protocol (MGCP) media gateway controller (call agent)
2775,TCP,Short Message Peer-to-Peer (SMPP)
2809,TCP,"corbaloc:iiop URL, per the CORBA 3.0.3 specification"
2811,TCP,"gsi ftp, per the GridFTP specification"
2827,TCP,I2P BOB Bridge
2944,TCP,Megaco text H.248
2945,TCP,Megaco binary (ASN.1) H.248
2947,TCP,"gpsd, GPS daemon"
2948,TCP,WAP push Multimedia Messaging Service (MMS)
2949,TCP,WAP push Multimedia Messaging Service (MMS)
2967,TCP,Symantec System Center agent (SSC-AGENT)
3000,TCP,Ruby on Rails development default
3000,TCP,Meteor development default
3000,TCP,"Resilio Sync, spun from BitTorrent Sync."
3000,TCP,"Create React App, script to create single-page React applications"
3000,TCP,GOGS (self-hosted GIT service) 
3004,TCP,iSync
3020,TCP,"Common Internet File System (CIFS). See also port 445 for Server Message Block (SMB), a dialect of CIFS."
3050,TCP,gds-db (Interbase/Firebird databases)
3052,TCP,APC PowerChute Network
3074,TCP,Xbox LIVE and Games for Windows – Live
3101,TCP,BlackBerry Enterprise Server communication protocol
3128,TCP,Squid caching web proxy
3225,TCP,Fibre Channel over IP (FCIP)
3233,TCP,WhiskerControl research control protocol
3260,TCP,iSCSI
3268,TCP,"msft-gc, Microsoft Global Catalog (LDAP service which contains data from Active Directory forests)"
3269,TCP,"msft-gc-ssl, Microsoft Global Catalog over SSL (similar to port 3268, LDAP over SSL)"
3283,TCP,"Net Assistant, a predecessor to Apple Remote Desktop"
3283,TCP,Apple Remote Desktop 2.0 or later
3305,TCP,Odette File Transfer Protocol (OFTP)
3306,TCP,MySQL database system
3323,TCP,DECE GEODI Server
3333,TCP,"Eggdrop, an IRC bot default port"
3333,TCP,Network Caller ID server
3333,TCP,CruiseControl.rb
3386,TCP,GTP' 3GPP GSM/UMTS CDR logging protocol
3389,TCP,Microsoft Terminal Server (RDP) officially registered as Windows Based Terminal (WBT)
3396,TCP,Novell NDPS Printer Agent
3412,TCP,xmlBlaster
3423,TCP,Xware xTrm Communication Protocol
3424,TCP,Xware xTrm Communication Protocol over SSL
3435,TCP,Pacom Security User Port
3455,TCP,Resource Reservation Protocol (RSVP)
3478,TCP,"STUN, a protocol for NAT traversal"
3478,TCP,"TURN, a protocol for NAT traversal (extension to STUN)"
3478,TCP,STUN Behavior Discovery. See also port 5349.
3479,TCP,PlayStation Network
3480,TCP,PlayStation Network
3483,TCP,Slim Devices SlimProto protocol
3493,TCP,Network UPS Tools (NUT)
3503,TCP,MPLS LSP-echo Port
3516,TCP,Smartcard Port
3535,TCP,SMTP alternate
3551,TCP,Apcupsd Information Port 
3601,TCP,SAP Message Server Port
3632,TCP,"Distcc, distributed compiler"
3645,TCP,Cyc
3659,TCP,"Apple SASL, used by macOS Server Password Server"
3667,TCP,Information Exchange
3671,TCP,KNXnet/IP(EIBnet/IP)
3689,TCP,"Digital Audio Access Protocol (DAAP), used by Apple's iTunes and AirPlay"
3690,TCP,Subversion (SVN) version control system
3702,TCP,"Web Services Dynamic Discovery (WS-Discovery), used by various components of Windows Vista and later"
3724,TCP,Some Blizzard games
3724,TCP,Club Penguin Disney online game for kids
3725,TCP,Netia NA-ER Port
3749,TCP,CimTrak registered port
3768,TCP,RBLcheckd server daemon
3804,TCP,Harman Professional HiQnet protocol
3825,TCP,RedSeal Networks client/server connection
3826,TCP,WarMUX game server
3826,TCP,RedSeal Networks client/server connection
3835,TCP,RedSeal Networks client/server connection
3830,TCP,"System Management Agent, developed and used by Cerner to monitor and manage solutions"
3856,TCP,ERP Server Application used by F10 Software
3880,TCP,IGRS
3868,TCP,Diameter base protocol (RFC 3588)
3872,TCP,Oracle Enterprise Manager Remote Agent
3900,TCP,"udt_os, IBM UniData UDT OS"
3978,TCP,OpenTTD game (masterserver and content service)
3978,TCP,Palo Alto Networks' Panorama management of firewalls and log collectors & pre-PAN-OS 8.0 Panorama-to-managed devices software updates.
3979,TCP,OpenTTD game
3999,TCP,Norman distributed scanning service
4000,TCP,Diablo II game
4001,TCP,Microsoft Ants game
4001,TCP,CoreOS etcd client communication
4018,TCP,Protocol information and warnings
4035,TCP,IBM Rational Developer for System z Remote System Explorer Daemon
4045,TCP,Solaris lockd NFS lock daemon/manager
4050,TCP,Mud Master Chat protocol (MMCP) - Peer-to-peer communications between MUD clients.
4070,TCP,Amazon Echo Dot (Amazon Alexa) streaming connection with Spotify
4089,TCP,OpenCORE Remote Control Service
4090,TCP,Kerio
